Adversario,Data,Estadio,Juiz,Renda,Treinador,Gols Pro,Gols Contra,Campeonato,Jogador 1,Gols,Posicao,Jogador 2,Gols,Posicao,Jogador 3,Gols,Posicao,Jogador 4,Gols,Posicao,Jogador 5,Gols,Posicao,Jogador 6,Gols,Posicao,Jogador 7,Gols,Posicao,Jogador 8,Gols,Posicao,Jogador 9,Gols,Posicao,Jogador 10,Gols,Posicao,Jogador 11,Gols,Posicao,Jogador 12,Gols,Posicao,Jogador 13,Gols,Posicao,Jogador 14,Gols,Posicao,Jogador 15,Gols,Posicao,Jogador 16,Gols,Posicao,Jogador 17,Gols,Posicao,Jogador 18,Gols,Posicao,Jogador 19,Gols,Posicao,,,,,,,,,
RIOGRANDENSE,25/07/1915,RIOGRANDENSE,NÃO CONSTA,,,5,0,AMISTOSO,CARLOS,,G,HOMERO-10,,Z,DORNELLES,,Z,JÚLIO-10,,M,PAIXÃO,,M,RICHARD,,M,TULIO,,A,LUCIDIO,,A,KLUWE,,A,OSWALDO,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,01/08/1915,,NÃO CONSTA,,,4,2,CITADINO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO DE RIO GRANDE,15/08/1915,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,8,0,CITADINO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLOMBO,19/09/1915,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,1,1,AMISTOSO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,26/09/1915,FUSS BALL,NÃO CONSTA,,,10,2,AMISTOSO,BAIS,2,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,HOMERO-10,,M,LUCIDIO,,M,TULIO,,A,OSWALDO,,A,BENDIONDA,7,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO DE RIO GRANDE,14/10/1915,CHÁCARA DOS EUCALIPTOS,RODOLPHO CAMPANI,,,6,0,AMISTOSO,BAIS,0,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,KLUWE,,M,LUCIDIO,,M,TULIO,,A,OSWALDO,2,A,BENDIONDA,2,A,MÜLLER-10,2,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,24/10/1915,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,8,2,AMISTOSO,BAIS,2,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,HOMERO-10,,M,LUCIDIO,,M,TULIO,,A,OSWALDO,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,31/10/1915,GRÊMIO,ARISTIDES PRADO,,,4,1,AMISTOSO,BAIS,1,G,SIMÃO-10,,Z,DORNELLES,,Z,BITÚ,,M,KLUWE,,M,LUCIDIO,,M,TULIO,1,A,OSWALDO,,A,BENDIONDA,2,A,MÜLLER-10,1,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,14/11/1915,CHÁCARA DOS EUCALIPTOS,HUMBERTO SALVINI,,,7,2,AMISTOSO,BAIS,2,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,ACÁCIO-10,,M,LUCIDIO,,M,TULIO,,A,OSWALDO,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICANO,09/04/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,5,0,AMISTOSO,PAIXÃO,0,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,CARY,,M,LUCIDIO,,M,TULIO,,A,PLINIO,,A,BENDIONDA,,A,GODINHO,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,23/04/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,6,0,AMISTOSO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,30/04/1916,CHÁCARA DOS EUCALIPTOS,ARISTIDES PRADO,,,8,0,CITADINO,PAIXÃO,0,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,MÁRIO-10,,M,LUCIDIO,,M,GODINHO,2,A,PLINIO,,A,BENDIONDA,3,A,PEDRO-10,,A,VARES,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,28/05/1916,CRUZEIRO,AURELIO DE LIMA PY,,,6,2,CITADINO,SILVA-10,2,G,SIMÃO-10,,Z,LEMOS,,Z,BITÚ,,M,MÁRIO-10,,M,LUCIDIO,,M,TULIO,1,A,OSWALDO,,A,BENDIONDA,2,A,MÜLLER-10,,A,VARES,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICANO,18/06/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,4,0,AMISTOSO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLOMBO,25/06/1916,CHÁCARA DOS EUCALIPTOS,ARISTIDES PRADO,,,14,0,CITADINO,SILVA-10,0,G,SIMÃO-10,,Z,ÁLVARO-10,,Z,BITÚ,,M,MÁRIO-10,,M,LUCIDIO,,M,TULIO,,A,OSWALDO,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,21/07/1916,CHÁCARA DAS CAMÉLIAS,NÃO CONSTA,,,3,0,AMISTOSO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,30/07/1916,CHÁCARA DOS EUCALIPTOS,ARISTIDES PRADO,,,6,1,CITADINO,SILVA-10,1,G,SIMÃO-10,,Z,FIDELLIS,,Z,BITÚ,,M,MÁRIO CUNHA,,M,RIBAS,,M,TULIO,,A,OSWALDO,2,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,03/09/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,5,0,AMISTOSO,DAGO,0,G,SIMÃO-10,,Z,MANOEL-10,,Z,BITÚ,,M,MÁRIO CUNHA,,M,RIBAS,,M,TULIO,,A,EDUARDO-10,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,10/09/1916,CHÁCARA DAS CAMÉLIAS,ARISTIDES PRADO,,,13,1,CITADINO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO DO URUGUAI,21/09/1916,CHÁCARA DOS EUCALIPTOS,THEOBALDO FO,,,0,4,INTERNACIONAL AMISTOSO,SILVA-10,4,G,SIMÃO-10,,Z,RIBAS,,Z,BITÚ,,M,MÁRIO CUNHA,,M,ACÁCIO-10,,M,TULIO,,A,OSWALDO,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,08/10/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,4,1,CITADINO,SILVA-10,1,G,SIMÃO-10,,Z,RUBEM,,Z,BITÚ,,M,MÁRIO CUNHA,,M,RIBAS,1,M,TULIO,1,A,OSWALDO,,A,BENDIONDA,2,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,15/10/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,8,2,AMISTOSO,SILVIO-10,2,G,SIMÃO-10,,Z,RUBEM,,Z,BITÚ,,M,MÁRIO CUNHA,,M,LUCIDIO,,M,TULIO,,A,EURICO,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRISH AUFF,22/10/1916,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,10,4,AMISTOSO,SILVIO-10,4,G,SIMÃO-10,,Z,RUBEM,,Z,BANDEIRA-10,,M,MÁRIO CUNHA,,M,LUCIDIO,,M,TULIO,,A,EURICO,,A,BENDIONDA,,A,MÜLLER-10,,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,29/10/1916,GRÊMIO,THEOBALDO FO,,,3,2,CITADINO,SILVA-10,2,G,SIMÃO-10,,Z,RAUL-10,,Z,BITÚ,,M,MÁRIO CUNHA,,M,LUCIDIO,,M,TULIO,1,A,OSWALDO,1,A,BENDIONDA,,A,MÜLLER-10,1,A,VARES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,13/05/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,8,0,AMISTOSO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,27/05/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,14,0,CITADINO,SILVA-10,0,G,BELLO,,Z,FIDELLIS,,Z,BITÚ,,M,MÁRIO CUNHA,,M,ARY-10,,M,GUIMARÃES,2,A,OSWALDO,4,A,BENDIONDA,3,A,LÚCIO-10,3,A,PEDRO-10,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,17/06/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,1,0,CITADINO,SILVA-10,0,G,BELLO,,Z,FIDELLIS,,Z,BITÚ,,M,MÁRIO CUNHA,,M,RIBAS,,M,TULIO,,A,OSWALDO,,A,BENDIONDA,,A,LÚCIO-10,,A,GUIMARÃES,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,01/07/1917,CHÁCARA DAS CAMÉLIAS,ALFREDO AVELINE,,,3,1,CITADINO,SILVA-10,1,G,BELLO,,Z,FIDELLIS,,Z,EDUARDO-10,,M,MÁRIO CUNHA,,M,RIBAS,,M,CRESPO,,A,OSWALDO,,A,PLINIO,,A,ASSUMPÇÃO-10,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICANO,15/07/1917,CHÁCARA DOS EUCALIPTOS,HANS,,,1,0,CITADINO,SILVA-10,0,G,ZÉ LUIS,,Z,FIDELLIS,,Z,BELLO,,M,MÁRIO CUNHA,,M,MÜLLER-10,,M,CRESPO,,A,OSWALDO,,A,GIL,,A,ASSUMPÇÃO-10,1,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,29/07/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,4,1,AMISTOSO,DANTON,1,G,BELLO,,Z,FIDELLIS,,Z,SIMÃO-10,,M,MÁRIO CUNHA,,M,RIBAS,,M,TULIO,,A,OSWALDO,,A,ASSUMPÇÃO-10,,A,MÜLLER-10,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICANO,05/08/1917,CHÁCARA DOS EUCALIPTOS,CÍCERO SOARES,,,11,0,CITADINO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,19/08/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,1,0,CITADINO,SILVA-10,0,G,SIMÃO-10,,Z,FIDELLIS,,Z,BELLO,,M,MÁRIO CUNHA,,M,RIBAS,,M,TULIO,,A,OSWALDO,,A,ASSUMPÇÃO-10,,A,MÜLLER-10,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTAL DE RIVERA,07/09/1917,CHÁCARA DOS EUCALIPTOS,AURELIO DE LIMA PY,,,2,2,AMISTOSO,DANTON,2,G,SIMÃO-10,,Z,FIDELLIS,,Z,BELLO,,M,MÁRIO CUNHA,,M,RIBAS,,M,TULIO,,A,LÚCIO-10,,A,GODINHO,1,A,MÜLLER-10,,A,GUIMARÃES,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,09/09/1917,CRUZEIRO,EDGAR VIELITA,,,2,1,CITADINO,DANTON,1,G,SIMÃO-10,,Z,FIDELLIS,,Z,BELLO,,M,MÁRIO CUNHA,,M,RIBAS,1,M,TULIO,,A,LÚCIO-10,1,A,OSWALDO,,A,MÜLLER-10,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,23/09/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,12,1,AMISTOSO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSS BALL,30/09/1917,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,3,0,CITADINO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARANI DE BAGÉ,12/10/1917,CHÁCARA DOS EUCALIPTOS,ARISTIDES PRADO,,,5,1,AMISTOSO,SILVA-10,1,G,SIMÃO-10,,Z,ARY-10,,Z,BELLO,1,M,MÁRIO CUNHA,,M,ACÁCIO-10,,M,ASSUMPÇÃO-10,2,A,OSWALDO,,A,GODINHO,,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENIL DE CAXIAS,12/03/1918,JUVENIL,WHASGHINTON MARTINS,,,2,1,AMISTOSO,BICCA,1,G,BELLO,,Z,SIMÃO-10,,Z,ROLIM,,M,MÁRIO CUNHA,,M,MARTINS-10,,M,HERON,,A,EDUARDO-10,,A,OSWALDO,1,A,MÜLLER-10,1,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,21/04/1918,CHÁCARA DOS EUCALIPTOS,JOÃO PY,,,0,2,CITADINO,BICCA,2,G,BELLO,,Z,SIMÃO-10,,Z,BITÚ,,M,EVODIO,,M,CARY,,M,MAYER,,A,PLINIO,,A,RIBAS,1,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,19/05/1918,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,5,3,CITADINO,BICCA,3,G,BELLO,,Z,SIMÃO-10,,Z,BITÚ,,M,SANT'ANNA,,M,MARTINS-10,,M,CRESPO,,A,RIBAS,2,A,GODINHO,,A,BENTO,,A,GUIMARÃES,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTO ALEGRE,09/06/1918,CHÁCARA DOS EUCALIPTOS,CÍCERO SOARES,,,5,0,CITADINO,BICCA,0,G,ZÉ LUIS,,Z,BELLO,,Z,BITÚ,,M,SANT'ANNA,,M,MARTINS-10,,M,CRESPO,,A,RIBAS,4,A,GODINHO,,A,PEDRO-10,1,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,30/06/1918,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,6,0,CITADINO,BICCA,0,G,MASCARELLO,,Z,BELLO,,Z,BITÚ,,M,MÁRIO CUNHA,,M,EVANDRO,,M,BOOTH,,A,RIBAS,,A,GODINHO,,A,ASSUMPÇÃO-10,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,14/07/1918,CRUZEIRO,JOÃO PY,,,1,3,CITADINO,BICCA,3,G,BELLO,,Z,RIBAS,,Z,BITÚ,,M,SANT'ANNA,,M,EVODIO,,M,CRESPO,,A,PEDRO-10,,A,GODINHO,,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,04/08/1918,GRÊMIO,OSCAR FONTOURA,,,0,1,CITADINO,BICCA,1,G,BELLO,,Z,DORVAL,,Z,BITÚ,,M,MÁRIO CUNHA,,M,EVODIO,,M,CRESPO,,A,RIBAS,,A,GODINHO,,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENIL DE CAXIAS,01/09/1918,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,5,2,CITADINO,BICCA,2,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,MÁRIO CUNHA,,M,EVODIO,,M,CRESPO,,A,ASSUMPÇÃO-10,,A,BENDIONDA,2,A,BENTO,,A,GUIMARÃES,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,15/09/1918,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,13,0,CITADINO,BICCA,0,G,BELLO,,Z,ZÉ LUIS,,Z,BITÚ,,M,SANT'ANNA,,M,EVODIO,,M,CRESPO,,A,LÚCIO-10,,A,BENTO,,A,MÜLLER-10,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAQUARIENSE,13/10/1918,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,5,0,AMISTOSO,BICCA,0,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,ACÁCIO-10,,M,EVODIO,,M,LÚCIO-10,,A,PLINIO,2,A,ARY-10,,A,BENTO,1,A,GUIMARÃES,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,20/04/1919,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,0,1,AMISTOSO,DE LORENZI,1,G,BELLO,,Z,DORVAL,,Z,ROSÁRIO,,M,AGO,,M,CÉSAR-10,,M,LÚCIO-10,,A,MAIA,,A,GODINHO,,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTO ALEGRE,04/05/1919,CHÁCARA DAS CAMÉLIAS,SEVERINO FRANCO(LAGARTO),,,1,2,AMISTOSO,DE LORENZI,2,G,BELLO,,Z,DORVAL,,Z,ROSÁRIO,,M,ACÁCIO-10,,M,CÉSAR-10,,M,LÚCIO-10,,A,MAIA,,A,COELHO,,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLITAR,13/05/1919,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,2,2,AMISTOSO,DE LORENZI,2,G,DORVAL,,Z,WOEBECKE,,Z,ROSÁRIO,,M,ASSUMPÇÃO-10,,M,EDUARDO-10,,M,CRESPO,,A,MAIA,,A,LÉO-10,,A,BENTO,,A,GUIMARÃES,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,01/06/1919,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,7,0,AMISTOSO,DE LORENZI,0,G,BELLO,,Z,GUIMARÃES,1,Z,ROSÁRIO,,M,GODINHO,,M,LÉO-10,,M,CRESPO,1,A,MAIA,2,A,CÉSAR-10,1,A,BENTO,2,A,ASSUMPÇÃO-10,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,22/06/1919,CHÁCARA DOS EUCALIPTOS,SEVERINO FRANCO(LAGARTO),,,2,3,CITADINO,,,G,,,Z,,,Z,,,M,,,M,,,M,,,A,,,A,,,A,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABAJARA,13/07/1919,CHÁCARA DOS EUCALIPTOS,LASSANCE,,,11,0,CITADINO,BANHOLAS,0,G,BELLO,,Z,WOEBECKE,,Z,GIL,,M,LÉO-10,1,M,EDUARDO-10,,M,TOTTI,1,A,GENNY,4,A,BARCELLOS,2,A,PEDRO-10,2,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,20/07/1919,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,2,0,CITADINO,BANHOLAS,0,G,BELLO,,Z,SÓ,,Z,GIL,,M,LÉO-10,,M,ROSÁRIO,,M,CRESPO,,A,GENNY,,A,ANTÔNIO,,A,PEDRO-10,1,A,MAIA,,A,KLUWE,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTO ALEGRE,03/08/1919,CHÁCARA DOS EUCALIPTOS,OSCAR FONTOURA,,,2,1,CITADINO,BANHOLAS,1,G,LOEBB,,Z,WOEBECKE,,Z,GIL,,M,LÉO-10,,M,XIRÚ,,M,CRESPO,,A,GENNY,1,A,ANTÔNIO,,A,PEDRO-10,,A,MAIA,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,17/08/1919,SÃO JOSÉ,JOÃO WALKIE,,,3,0,CITADINO,BANHOLAS,0,G,BELLO,,Z,WOEBECKE,,Z,GIL,,M,LÉO-10,,M,CHIMANGO,,M,CRESPO,,A,GENNY,,A,BENTO,,A,PEDRO-10,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,14/09/1919,GRÊMIO,NÃO CONSTA,,,2,3,CITADINO,BANHOLAS,3,G,BELLO,,Z,WOEBECKE,,Z,GIL,1,M,LÉO-10,,M,ROSÁRIO,,M,CRESPO,,A,KLUWE,,A,BENDIONDA,1,A,BENTO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABAJARA,05/10/1919,GRÊMIO,NÃO CONSTA,,,3,0,AMISTOSO,BANHOLAS,0,G,BELLO,,Z,WOEBECKE,,Z,GIL,,M,LÉO-10,,M,ROSÁRIO,,M,CRESPO,,A,GENNY,1,A,BENDIONDA,,A,PEDRO-10,,A,MAIA,1,A,KLUWE,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 DE JULHO,16/10/1919,CHÁCARA DOS EUCALIPTOS,OSCAR FONTOURA,,,2,6,AMISTOSO,BANHOLAS,6,G,BELLO,,Z,WOEBECKE,,Z,GIL,,M,LÉO-10,,M,ROSÁRIO,,M,CRESPO,,A,GENNY,1,A,CÉSAR-10,,A,BENTO,,A,MAIA,,A,BENDIONDA,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABAJARA,18/04/1920,TABAJARA,SEVERINO FRANCO(LAGARTO),,,2,1,CITADINO,TRAVI,1,G,SÓ,,Z,CABEDA,,Z,GIL,,M,ROSÁRIO,,M,RIBEIRINHO,,M,FRANCO,,A,GENNY,2,A,BENTO,,A,MACACO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,02/05/1920,CHÁCARA DOS EUCALIPTOS,TANHO GRANHERGUER,,,1,4,CITADINO,TRAVI,4,G,BELLO,,Z,B.G.,,Z,BITÚ,,M,ROSÁRIO,,M,SÓ,,M,GIL,,A,GENNY,1,A,KLUWE,,A,BENTO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLITAR,13/05/1920,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,6,1,AMISTOSO,TRAVI,1,G,BELLO,,Z,SÓ,,Z,MARQUES-20,,M,LAMPINHA,,M,LÉO-10,,M,GIL,,A,GENNY,,A,CÉSAR-10,,A,BENTO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,16/05/1920,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,1,1,CITADINO,TRAVI,1,G,BELLO,,Z,WOEBECKE,,Z,ROSÁRIO,,M,ANTÔNIO,,M,LÉO-10,,M,GIL,,A,GENNY,,A,GODINHO,,A,MACACO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,30/05/1920,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,2,0,AMISTOSO,TRAVI,0,G,BELLO,,Z,SÓ,,Z,BITÚ,,M,LAMPINHA,,M,LÉO-10,,M,GIL,,A,GENNY,,A,CÉSAR-10,,A,BENTO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTO ALEGRE,13/06/1920,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,4,0,CITADINO,TRAVI,0,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,LAMPINHA,,M,LÉO-10,,M,GIL,,A,SAMUEL,,A,CÉSAR-10,,A,BENTO,,A,MAIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNICIPAL,20/06/1920,CHÁCARA DOS EUCALIPTOS,NÃO CONSTA,,,14,2,AMISTOSO,TRAVI,2,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,LAMPINHA,,M,LÉO-10,,M,GIL,1,A,SAMUEL,,A,CÉSAR-10,7,A,BENTO,4,A,MAIA,1,A,GENNY,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO SANTANENSE,27/06/1920,CHÁCARA DOS EUCALIPTOS,ARISTIDES PRADO,,,4,1,AMISTOSO,TRAVI,1,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,LAMPINHA,,M,LÉO-10,,M,GIL,1,A,SAMUEL,,A,CÉSAR-10,1,A,BENTO,1,A,MAIA,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,11/07/1920,CHÁCARA DOS EUCALIPTOS,ZAPP,,,5,1,CITADINO,TRAVI,1,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,LAMPINHA,,M,LÉO-10,,M,GIL,1,A,SAMUEL,,A,CÉSAR-10,1,A,BENTO,,A,ROSÁRIO,2,A,GENNY,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABAJARA,18/07/1920,CHÁCARA DOS EUCALIPTOS,PAULO GRANBERGER,,,12,0,CITADINO,TRAVI,0,G,BELLO,,Z,WOEBECKE,,Z,BITÚ,,M,LAMPINHA,,M,LÉO-10,,M,GIL,1,A,SAMUEL,,A,CÉSAR-10,4,A,BENTO,,A,MAIA,,A,GENNY,4,A,SADY-20,2,A,ROSÁRIO,1,A,,,,,,,,,,,,,,,,,,,,,,,,
